morador,numerocontrole,Bloco,DT_VISITA,DT_TERMINO,TEMPO_TOTAL_ENTREV,Idade,Pais,Estado,Cidade,Bairro_BH,Regiao_BH,T_pernoite,T_qtpernoite,T_hospedagem,T_transp,T_motivo,T_outromoivo,Dias_carnaval,Gasto_total,T_Hospedagem,Alimentacao,T_Atrativos_passeios,Transporte_interno,Compras,Ingressos,Outros,Total,Qtd_pessoas_gasto,Fonte_carnaval,Participou_anosanteriores,Evolucao,Motivo,Expectativas,Aval_geral,Aval_banheiros,Aval_seguranca,Aval_precos,Proxima_edicao,Motivo_nao,Blocos_de_Rua,Escola_samba_caricato,Eventos_privados,Palcos,T_visita_amigos,T_citytour,T_visitacultural,T_compras,T_gastronomia,Principal_patrocinador,Outr_patrocinador,Genero,Esclaridade,Estado_civil,Faixa_renda
Morador,51,Entao Brilha,10/02/2018 6:30,10/02/2018 6:38,0:07:36,28,Brasil,Minas Gerais,Belo Horizonte,Lourdes,Centro sul,NA,NA,NA,NA,NA,NA,3,,NA,,NA,,,,,,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,3,3,6,8,Nao,Viagem,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,52,Entao Brilha,10/02/2018 6:31,10/02/2018 6:39,0:08:20,37,Brasil,Minas Gerais,Betim,NA,NA,NA,NA,NA,NA,NA,NA,5,400,NA,180,NA,50,50,,30,280,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,10,7,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Masculino,Pos – Graduaçao – Especializaçao,Casado (a),"de 8 a 9 salarios (R$ 7497,00 – R$ 8586,00)"
Morador,53,Entao Brilha,10/02/2018 6:34,10/02/2018 6:42,0:07:43,24,Brasil,Minas Gerais,Ribeirao das Neves,NA,NA,NA,NA,NA,NA,NA,NA,4,30,NA,8,NA,,,,,13,3,Amigos/Familiares,Sim,Melhorou,,Superou,7,9,7,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino medio completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,54,Entao Brilha,10/02/2018 6:39,10/02/2018 6:50,0:10:19,24,Brasil,Minas Gerais,Belo Horizonte,Uniao,Nordeste,NA,NA,NA,NA,NA,NA,6,786,NA,630,NA,48,18,,90,786,1,Amigos/Familiares,Sim,Melhorou,,Superou,2,10,7,10,Sim,,Sim,Sim,Sim,Sim,NA,NA,NA,NA,NA,Ambev,Prefeitura,Masculino,Ensino superior incompleto,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,55,Entao Brilha,10/02/2018 6:40,10/02/2018 6:46,0:06:32,50,Brasil,Minas Gerais,Belo Horizonte,Funcionarios,Centro sul,NA,NA,NA,NA,NA,NA,6,570,NA,300,NA,60,100,,,460,1,Jornais/Revistas,Sim,Melhorou,,Indiferente,9,9,8,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Pos – Graduaçao – Mestrado,Divorciado (a),Nao sabe
Visitantes,56,Entao Brilha,10/02/2018 6:41,10/02/2018 6:50,0:09:12,23,Brasil,Minas Gerais,Governador Valadares,NA,NA,Sim,10,Hoteis/Pousadas,onibus rodoviario,Nao,Negocios ou Trabalho,3,150,,40,30,,,,,70,1,Internet (site),Sim,Piorou,Muita gente,Nao satisfez/decepcionou,10,3,2,5,Nao,Nao sabe,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao sabe,,Feminino,Ensino medio completo,Solteiro (a),Nao respondeu
Visitantes,57,Entao Brilha,10/02/2018 6:45,10/02/2018 6:57,0:11:36,32,Chile,,,NA,NA,Sim,1,Casa propria/alugada,Aviao,Sim,NA,2,380,,150,50,,,100,80,380,1,Amigos/Familiares,Sim,Melhorou,,Superou,7,3,7,7,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Prefeitura,Skol,Masculino,Ensino superior incompleto,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,58,Entao Brilha,10/02/2018 6:47,10/02/2018 6:57,0:09:46,24,Brasil,Minas Gerais,Belo Horizonte,Nova Suissa,Oeste,NA,NA,NA,NA,NA,NA,1,100,NA,80,NA,20,,,,100,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,8,8,8,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Uber,Masculino,Ensino superior incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,59,Entao Brilha,10/02/2018 6:50,10/02/2018 6:55,0:05:28,22,Brasil,Minas Gerais,Contagem,NA,NA,NA,NA,NA,NA,NA,NA,3,186,NA,150,NA,36,,,,186,1,Amigos/Familiares,Nao,,,Atendeu plenamente,8,6,6,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Masculino,Ensino tecnico,Solteiro (a),"de 7 a 8 salarios (R$ 6560,00 – R$ 7632,00)"
Morador,60,Entao Brilha,10/02/2018 6:51,10/02/2018 6:59,0:07:39,24,Brasil,Minas Gerais,Belo Horizonte,Maria Goretti,Nordeste,NA,NA,NA,NA,NA,NA,5,200,NA,70,NA,50,20,,,140,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Superou,3,7,4,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Ensino superior completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Visitantes,61,Entao Brilha,10/02/2018 6:53,10/02/2018 7:00,0:06:54,29,França,,,NA,NA,Sim,2,Casa de Amigos/Parentes,Aviao,Sim,NA,5,804,,402,,402,,,,804,3,Amigos/Familiares,Nao,,,Superou,5,7,7,10,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao sabe,,Masculino,Ensino superior completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Visitantes,62,Entao Brilha,10/02/2018 6:56,10/02/2018 7:02,0:06:30,24,Brasil,Minas Gerais,Congonhas,NA,NA,Sim,,,,Nao respondeu,Nao respondeu,3,280,,150,80,,,,50,280,2,Amigos/Familiares,Nao,,,Atendeu plenamente,8,7,7,8,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Prefeitura,,Feminino,Ensino superior incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Visitantes,63,Entao Brilha,10/02/2018 6:57,10/02/2018 7:08,0:10:44,22,Brasil,Minas Gerais,Para de Minas,NA,NA,Sim,5,Casa de Amigos/Parentes,Carro,Sim,NA,6,360,,150,10,,150,,50,360,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Atendeu em parte,7,8,9,10,Sim,,Sim,Nao,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Catuaba selvagem,Skol,Feminino,Ensino superior completo,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,64,Entao Brilha,10/02/2018 6:59,10/02/2018 7:05,0:06:10,36,Brasil,Minas Gerais,Belo Horizonte,Carlos Prates,Noroeste,NA,NA,NA,NA,NA,NA,2,300,NA,170,NA,50,80,,,300,2,Amigos/Familiares,Nao,,,Superou,6,5,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Pos – Graduaçao – Mestrado,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,65,Entao Brilha,10/02/2018 7:03,10/02/2018 7:09,0:06:43,37,Brasil,Minas Gerais,Belo Horizonte,Santa Efigenia,Leste,NA,NA,NA,NA,NA,NA,6,350,NA,150,NA,100,,,100,350,1,Outro,Sim,Melhorou,,Atendeu em parte,6,3,9,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Pos – Graduaçao – Especializaçao,Divorciado (a),"de 7 a 8 salarios (R$ 6560,00 – R$ 7632,00)"
Morador,66,Entao Brilha,10/02/2018 7:08,10/02/2018 7:21,0:12:22,18,Brasil,Minas Gerais,Belo Horizonte,Alto Vera Cruz,Leste,NA,NA,NA,NA,NA,NA,6,210,NA,80,NA,,,80,50,210,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Nao satisfez/decepcionou,7,6,3,5,Sim,,Sim,Nao,Sim,Sim,NA,NA,NA,NA,NA,Outro,,Masculino,Ensino medio completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,67,Entao Brilha,10/02/2018 7:10,10/02/2018 7:18,0:07:48,50,Brasil,Minas Gerais,Belo Horizonte,Santa Amelia,Pampulha,NA,NA,NA,NA,NA,NA,6,650,NA,500,NA,150,,,,650,2,Jornais/Revistas,Sim,Melhorou,,Superou,8,9,5,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino medio completo,Casado (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,68,Entao Brilha,10/02/2018 7:11,10/02/2018 7:33,0:22:10,67,Brasil,Minas Gerais,Belo Horizonte,Cidade Jardim,Centro sul,NA,NA,NA,NA,NA,NA,2,300,NA,100,NA,150,,,50,300,2,Amigos/Familiares,Sim,Melhorou,,Superou,9,7,9,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Feminino,Ensino medio completo,Casado (a),"de 7 a 8 salarios (R$ 6560,00 – R$ 7632,00)"
Morador,69,Entao Brilha,10/02/2018 7:12,10/02/2018 7:20,0:08:20,39,Brasil,Minas Gerais,Belo Horizonte,Graça,Nordeste,NA,NA,NA,NA,NA,NA,4,150,NA,100,NA,50,,,,150,1,Jornais/Revistas,Sim,Melhorou,,Atendeu plenamente,8,5,5,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Populaçao,,Masculino,Ensino tecnico,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,70,Entao Brilha,10/02/2018 7:13,10/02/2018 7:19,0:05:10,26,Brasil,Minas Gerais,Belo Horizonte,Caiçaras,Noroeste,NA,NA,NA,NA,NA,NA,5,100,NA,100,NA,,,,,100,1,Amigos/Familiares,Sim,Melhorou,,Superou,2,6,1,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Masculino,Ensino superior completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Visitantes,71,Entao Brilha,10/02/2018 7:20,10/02/2018 7:40,0:20:17,25,Brasil,Minas Gerais,Divinopolis,NA,NA,Sim,3,Casa de Amigos/Parentes,Carro,Sim,NA,3,200,,100,,,,,100,200,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Atendeu em parte,6,9,9,10,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Ambev,Prefeitura,Feminino,Ensino superior incompleto,Solteiro (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Morador,72,Entao Brilha,10/02/2018 7:23,10/02/2018 7:28,0:05:27,18,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,NA,NA,NA,NA,NA,NA,6,310,NA,300,NA,,10,,,310,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu plenamente,5,1,2,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Ambev,,Masculino,Ensino superior incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,73,Entao Brilha,10/02/2018 7:23,10/02/2018 7:32,0:08:24,31,Brasil,Minas Gerais,Belo Horizonte,Padre Eustaquio,Noroeste,NA,NA,NA,NA,NA,NA,2,50,NA,30,NA,20,,,,50,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Superou,5,5,1,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Catuaba selvagem,Feminino,Ensino superior completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,74,Entao Brilha,10/02/2018 7:31,10/02/2018 7:45,0:13:55,32,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,NA,NA,NA,NA,NA,NA,2,110,NA,70,NA,20,20,,,110,2,Internet (site),Sim,Melhorou,,Atendeu plenamente,7,9,8,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Ambev,,Feminino,Ensino medio completo,Divorciado (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,75,Entao Brilha,10/02/2018 7:32,10/02/2018 7:41,0:09:41,29,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,NA,NA,NA,NA,NA,NA,6,135,NA,35,NA,10,60,,30,135,1,Outro,Sim,Piorou,Outro   muita policia,Superou,1,5,2,6,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Ninguem,,Masculino,Ensino superior completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,76,Entao Brilha,10/02/2018 7:37,10/02/2018 7:47,0:10:26,51,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,NA,NA,NA,NA,NA,NA,6,700,NA,200,NA,100,200,,200,700,2,Jornais/Revistas,Sim,Melhorou,,Superou,9,10,10,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Masculino,Pos – Graduaçao – Especializaçao,Solteiro (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,77,Entao Brilha,10/02/2018 7:39,10/02/2018 7:46,0:06:53,28,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,NA,NA,NA,NA,NA,NA,5,250,NA,150,NA,45,,,,195,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Indiferente,7,9,6,5,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Ambev,Masculino,Ensino fundamental incompleto,Solteiro (a),"Ate um salario minimo (R$ 954,00 )"
Morador,78,Entao Brilha,10/02/2018 7:39,10/02/2018 7:50,0:10:14,45,Brasil,Minas Gerais,Belo Horizonte,Vila Santo Antonio,Venda Nova,NA,NA,NA,NA,NA,NA,6,300,NA,300,NA,,,,,300,1,Internet (site),Sim,Melhorou,,Superou,9,5,7,8,Sim,,Sim,Sim,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,79,Entao Brilha,10/02/2018 7:40,10/02/2018 7:49,0:08:56,20,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,NA,NA,NA,NA,NA,NA,6,300,NA,50,NA,,,,,50,1,Outro,Sim,Melhorou,,Atendeu em parte,2,5,7,7,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior incompleto,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Visitantes,80,Entao Brilha,10/02/2018 7:43,10/02/2018 7:48,0:05:33,26,Brasil,Minas Gerais,Mantena,NA,NA,Sim,6,Casa de Amigos/Parentes,Carro,Nao,Visitar amigos e parentes,6,500,,250,,,50,200,,500,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,7,8,10,8,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,,Masculino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,81,Entao Brilha,10/02/2018 7:44,10/02/2018 7:53,0:08:53,19,Brasil,Minas Gerais,Belo Horizonte,Caiçaras,Noroeste,NA,NA,NA,NA,NA,NA,6,60,NA,50,NA,10,,,,60,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu plenamente,6,8,6,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio completo,Solteiro (a),Nao sabe
Morador,82,Entao Brilha,10/02/2018 7:45,10/02/2018 7:56,0:10:07,32,Brasil,Minas Gerais,Belo Horizonte,Venda Nova,Venda Nova,NA,NA,NA,NA,NA,NA,5,1500,NA,50,NA,20,350,,800,1220,3,Internet (site),Sim,Melhorou,,Superou,8,9,7,9,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,83,Entao Brilha,10/02/2018 7:47,10/02/2018 7:53,0:06:04,25,Brasil,Minas Gerais,Belo Horizonte,Ceu Azul,Pampulha,NA,NA,NA,NA,NA,NA,1,158,NA,150,NA,8,,,,158,1,Jornais/Revistas,Sim,"Nem melhorou, nem piorou",,Atendeu em parte,5,7,1,7,Nao,Viagem,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino medio completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,84,Entao Brilha,10/02/2018 7:48,10/02/2018 7:55,0:07:34,25,Brasil,Minas Gerais,Betim,NA,NA,NA,NA,NA,NA,NA,NA,2,280,NA,40,NA,40,200,,,280,2,Amigos/Familiares,Sim,Melhorou,,Atendeu em parte,7,7,7,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Masculino,Ensino medio completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,85,Entao Brilha,10/02/2018 7:49,10/02/2018 7:58,0:09:03,52,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,NA,NA,NA,NA,NA,NA,4,400,NA,200,NA,20,30,,,250,2,Nao sabe,Sim,Melhorou,,Superou,5,10,8,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Blocos de rua,Ambev,Masculino,Ensino superior completo,Divorciado (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,86,Entao Brilha,10/02/2018 7:50,10/02/2018 7:58,0:07:59,19,Brasil,Minas Gerais,Belo Horizonte,Renascença,Nordeste,NA,NA,NA,NA,NA,NA,6,520,NA,300,NA,100,120,,,520,2,Outro,Sim,Melhorou,,Superou,10,10,8,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior incompleto,Solteiro (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Visitantes,87,Entao Brilha,10/02/2018 7:51,10/02/2018 8:00,0:08:24,18,Brasil,Minas Gerais,Varginha,NA,NA,Sim,5,Casa de Amigos/Parentes,Carro,Sim,NA,6,250,,100,50,,,,,150,1,Amigos/Familiares,Nao,,,Superou,10,10,1,10,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao sabe,Skol,Feminino,Ensino medio completo,Solteiro (a),"Ate um salario minimo (R$ 954,00 )"
Morador,88,Entao Brilha,10/02/2018 7:53,10/02/2018 8:01,0:08:18,57,Brasil,Minas Gerais,Belo Horizonte,Floresta,Leste,NA,NA,NA,NA,NA,NA,6,3050,NA,3000,NA,50,,,,3050,3,Outro,Sim,Melhorou,,Superou,10,10,10,10,Sim,,Sim,Sim,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior completo,Solteiro (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Visitantes,89,Entao Brilha,10/02/2018 7:56,10/02/2018 8:05,0:08:53,37,Brasil,Minas Gerais,Sete Lagoas,NA,NA,Nao,,,,Nao respondeu,Nao respondeu,1,200,,170,,,40,,,210,1,Internet (site),Sim,Melhorou,,Atendeu plenamente,7,9,8,7,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,Skol,Feminino,Ensino superior completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,90,Entao Brilha,10/02/2018 7:57,10/02/2018 8:06,0:08:59,24,Brasil,Minas Gerais,Belo Horizonte,Belvedere,Centro sul,NA,NA,NA,NA,NA,NA,6,1650,NA,1500,NA,150,,,,1650,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,"Nem melhorou, nem piorou",,Atendeu em parte,4,5,5,6,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Outro,,Masculino,Pos – Graduaçao – Doutorado,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Visitantes,91,Entao Brilha,10/02/2018 7:59,10/02/2018 8:12,0:13:02,26,Brasil,Minas Gerais,Juiz de Fora,NA,NA,Sim,,,,Nao respondeu,Nao respondeu,5,900,,300,300,100,150,,50,900,3,Amigos/Familiares,Nao,,,Superou,7,8,8,8,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao sabe,,Feminino,Pos – Graduaçao – Especializaçao,Casado (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,92,Entao Brilha,10/02/2018 8:00,10/02/2018 8:05,0:04:57,44,Brasil,Minas Gerais,Belo Horizonte,Padre Eustaquio,Noroeste,NA,NA,NA,NA,NA,NA,4,80,NA,80,NA,,,,,80,2,Internet (site),Sim,Melhorou,,Atendeu plenamente,8,8,5,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Uber,Skol,Feminino,Ensino superior completo,Divorciado (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,93,Entao Brilha,10/02/2018 8:02,10/02/2018 8:14,0:12:51,25,Brasil,Minas Gerais,Belo Horizonte,Caiçaras,Noroeste,NA,NA,NA,NA,NA,NA,5,2700,NA,2000,NA,100,400,200,,2700,2,Amigos/Familiares,Sim,Piorou,Muita gente,Indiferente,8,7,7,7,Nao,Viagem,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Outro,,Masculino,Ensino superior completo,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,94,Entao Brilha,10/02/2018 8:02,10/02/2018 8:10,0:07:45,35,Brasil,Minas Gerais,Belo Horizonte,Boa Viagem,Centro sul,NA,NA,NA,NA,NA,NA,6,70,NA,50,NA,20,,,,70,1,Amigos/Familiares,Sim,Melhorou,,Indiferente,5,5,3,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Masculino,Ensino medio incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,95,Entao Brilha,10/02/2018 8:02,10/02/2018 8:12,0:09:34,30,Brasil,Minas Gerais,Belo Horizonte,Salgado Filho,Oeste,NA,NA,NA,NA,NA,NA,2,120,NA,100,NA,20,,,,120,2,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,,,Nao satisfez/decepcionou,5,5,9,7,Nao,Outro   nao gostei,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino medio completo,Casado (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,96,Entao Brilha,10/02/2018 8:04,10/02/2018 8:11,0:07:06,19,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,NA,NA,NA,NA,NA,NA,5,200,NA,20,NA,,,,50,70,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Atendeu em parte,8,8,10,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino fundamental incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,97,Entao Brilha,10/02/2018 8:05,10/02/2018 8:13,0:07:22,45,Brasil,Minas Gerais,Belo Horizonte,Planalto,Norte,NA,NA,NA,NA,NA,NA,2,300,NA,50,NA,100,50,50,50,300,2,Internet (site),Sim,"Nem melhorou, nem piorou",,Atendeu em parte,5,8,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Populaçao,Prefeitura,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,98,Entao Brilha,10/02/2018 8:12,10/02/2018 8:22,0:09:11,22,Brasil,Minas Gerais,Belo Horizonte,Santo Antonio,Centro sul,NA,NA,NA,NA,NA,NA,6,45,NA,30,NA,15,,,,45,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu plenamente,8,5,6,9,Sim,,Sim,Nao,Nao,Sim,NA,NA,NA,NA,NA,Skol,Uber,Masculino,Ensino superior incompleto,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Visitantes,99,Entao Brilha,10/02/2018 8:13,10/02/2018 8:29,0:15:53,23,Brasil,Minas Gerais,Joao Monlevade,NA,NA,Sim,4,Hoteis/Pousadas,onibus rodoviario,Sim,NA,4,,,,,,,,,,1,Amigos/Familiares,Sim,Melhorou,,Atendeu em parte,1,8,8,8,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,,Feminino,Ensino superior incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,100,Entao Brilha,10/02/2018 8:13,10/02/2018 8:19,0:05:15,67,Brasil,Minas Gerais,Belo Horizonte,Santo Andre,Noroeste,NA,NA,NA,NA,NA,NA,6,400,NA,300,NA,,100,,,400,1,Jornais/Revistas,Sim,Melhorou,,Superou,7,10,8,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Pos – Graduaçao – Especializaçao,Divorciado (a),"de 8 a 9 salarios (R$ 7497,00 – R$ 8586,00)"
Morador,101,Entao Brilha,10/02/2018 8:15,10/02/2018 8:20,0:04:57,32,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,NA,NA,NA,NA,NA,NA,6,350,NA,300,NA,50,,,,350,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,,,Atendeu plenamente,10,9,9,10,Nao,Viagem,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino superior incompleto,Casado (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,102,Entao Brilha,10/02/2018 8:19,10/02/2018 8:25,0:05:22,22,Brasil,Minas Gerais,Belo Horizonte,Sao Tomaz,Norte,NA,NA,NA,NA,NA,NA,2,100,NA,100,NA,,,,,100,1,Internet (site),Sim,"Nem melhorou, nem piorou",,Atendeu em parte,2,5,1,5,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino superior completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
