,index,morador,numero_controle,bloco,bloco_classificacao,dt_visita,dt_termino,tempo_total_entrev,idade,pais,estado,cidade,bairro_bh,regiao_bh,t_pernoite,t_qtpernoite,t_hospedagem,t_transp,t_motivo,t_outro_motivo,dias_carnaval,gasto_total,t_hospedagem.1,alimentacao,t_atrativos_passeios,transporte_interno,compras,ingressos,outros,total,qtd_pessoas_gasto,fonte_carnaval,participou_anos_anteriores,evolucao,motivo,expectativas,aval_geral,aval_banheiros,aval_seguranca,aval_precos,proxima_edicao,motivo_nao,blocos_de_rua,escola_samba_caricato,eventos_privados,palcos,t_visita_amigos,t_city_tour,t_visita_cultural,t_compras,t_gastronomia,principal_patrocinador,outro_patrocinador,genero,escolaridade,estado_civil,faixa_renda,int_renda,nivel_gastos,categoria_escolaridade,categoria_transporte,categoria_hospedagem,categoria_regiao,faixa_etaria
1339,1393,Morador,1394,MONOBLOCO,MONOBLOCO,2018-02-13 18:00:00,2018-02-13 18:12:00,0 days 00:12:01,59,Brasil,Minas Gerais,Belo Horizonte,Alipio de Melo,Noroeste,,,,,,,2,40.0,,35.0,,0.0,0.0,0.0,5.0,40.0,1.0,Jornais/Revistas,Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu plenamente,4.0,10.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Feminino,Ensino medio completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
1340,1394,Morador,1395,MONOBLOCO,MONOBLOCO,2018-02-13 18:00:00,2018-02-13 18:08:00,0 days 00:07:39,27,Brasil,Minas Gerais,Contagem,Desconhecido,Desconhecido,,,,,,,4,170.0,,120.0,,50.0,0.0,0.0,0.0,170.0,2.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,8.0,8.0,6.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino superior incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Adulto
1341,1395,Morador,1396,MONOBLOCO,MONOBLOCO,2018-02-13 18:00:00,2018-02-13 18:06:00,0 days 00:05:48,41,Brasil,Minas Gerais,Belo Horizonte,Venda Nova,Venda Nova,,,,,,,5,160.0,,60.0,,0.0,100.0,0.0,0.0,160.0,2.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,1.0,5.0,6.0,9.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Masculino,Ensino superior completo,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Graduado,,Outros,Sudeste,Meia-idade
1342,1396,Morador,1397,MONOBLOCO,MONOBLOCO,2018-02-13 18:03:00,2018-02-13 18:11:00,0 days 00:08:29,30,Brasil,Minas Gerais,Belo Horizonte,aguas Claras,Barreiro,,,,,,,4,500.0,,200.0,,45.0,0.0,0.0,0.0,245.0,2.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,2.0,7.0,7.0,8.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Skol,Masculino,Ensino superior incompleto,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Adulto
1343,1397,Morador,1398,MONOBLOCO,MONOBLOCO,2018-02-13 18:03:00,2018-02-13 18:11:00,0 days 00:08:31,41,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,,,,,,,1,50.0,,25.0,,0.0,25.0,0.0,0.0,50.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,5.0,8.0,8.0,7.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Pos – Graduaçao – Mestrado,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Pós,,Outros,Sudeste,Meia-idade
1344,1398,Morador,1399,MONOBLOCO,MONOBLOCO,2018-02-13 18:04:00,2018-02-13 18:10:00,0 days 00:05:56,43,Brasil,Minas Gerais,Belo Horizonte,Jaragua,Pampulha,,,,,,,2,50.0,,25.0,,0.0,0.0,0.0,25.0,50.0,4.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Superou,5.0,10.0,7.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino medio incompleto,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
1345,1399,Morador,1400,MONOBLOCO,MONOBLOCO,2018-02-13 18:05:00,2018-02-13 18:11:00,0 days 00:05:43,26,Brasil,Minas Gerais,Belo Horizonte,Carmo,Centro sul,,,,,,,6,210.0,,200.0,,10.0,0.0,0.0,0.0,210.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Superou,2.0,10.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Ambev,Masculino,Ensino superior completo,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",11,Baixo,Graduado,,Outros,Sudeste,Adulto
1346,1400,Morador,1401,MONOBLOCO,MONOBLOCO,2018-02-13 18:06:00,2018-02-13 18:12:00,0 days 00:06:04,32,Brasil,Minas Gerais,Belo Horizonte,Nova Pampulha,Pampulha,,,,,,,4,600.0,,100.0,,100.0,100.0,0.0,300.0,600.0,10.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu plenamente,4.0,10.0,7.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Prefeitura,Feminino,Pos – Graduaçao – Especializaçao,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Médio,Pós,,Outros,Sudeste,Adulto
1347,1401,Morador,1402,MONOBLOCO,MONOBLOCO,2018-02-13 18:07:00,2018-02-13 18:13:00,0 days 00:05:57,40,Brasil,Minas Gerais,Belo Horizonte,Novo Tupi,Norte,,,,,,,3,330.0,,200.0,,80.0,50.0,0.0,0.0,330.0,2.0,Outro,Nao,Nao respondeu,Nao respondeu,Superou,2.0,5.0,5.0,7.0,False,Nao sabe,True,False,False,False,,,,,,Ambev,Nao possui,Feminino,Ensino medio incompleto,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
1348,1402,Morador,1403,MONOBLOCO,MONOBLOCO,2018-02-13 18:08:00,2018-02-13 18:16:00,0 days 00:07:16,28,Brasil,Minas Gerais,Belo Horizonte,Guarani,Norte,,,,,,,2,85.0,,40.0,,45.0,0.0,0.0,0.0,85.0,2.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,3.0,3.0,3.0,7.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Pos – Graduaçao – Especializaçao,Casado (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Pós,,Outros,Sudeste,Adulto
1349,1403,Morador,1404,MONOBLOCO,MONOBLOCO,2018-02-13 18:12:00,2018-02-13 18:18:00,0 days 00:06:34,50,Brasil,Minas Gerais,Belo Horizonte,Venda Nova,Venda Nova,,,,,,,1,100.0,,50.0,,50.0,0.0,0.0,0.0,100.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu plenamente,2.0,5.0,6.0,7.0,True,Retornara,True,False,False,False,,,,,,Populaçao,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Graduado,,Outros,Sudeste,Meia-idade
1350,1404,Morador,1405,MONOBLOCO,MONOBLOCO,2018-02-13 18:12:00,2018-02-13 18:19:00,0 days 00:06:46,36,Brasil,Minas Gerais,Belo Horizonte,Sao Paulo,Venda Nova,,,,,,,2,300.0,,200.0,,0.0,0.0,0.0,100.0,300.0,2.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Superou,1.0,7.0,4.0,7.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Baixo,Graduado,,Outros,Sudeste,Adulto
1351,1405,Morador,1406,MONOBLOCO,MONOBLOCO,2018-02-13 18:12:00,2018-02-13 18:18:00,0 days 00:05:25,40,Brasil,Minas Gerais,Belo Horizonte,Caiçaras,Noroeste,,,,,,,5,400.0,,100.0,,100.0,100.0,0.0,100.0,400.0,3.0,Jornais/Revistas,Sim,Melhorou,Nao respondeu,Atendeu plenamente,3.0,10.0,6.0,8.0,True,Retornara,True,False,False,False,,,,,,Populaçao,Ambev,Masculino,Pos – Graduaçao – Especializaçao,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Baixo,Pós,,Outros,Sudeste,Meia-idade
1352,1406,Morador,1407,MONOBLOCO,MONOBLOCO,2018-02-13 18:12:00,2018-02-13 18:29:00,0 days 00:16:29,18,Brasil,Minas Gerais,Belo Horizonte,Santa Monica,Pampulha,,,,,,,4,210.0,,170.0,,40.0,0.0,0.0,0.0,210.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,Nao respondeu,Nao respondeu,Atendeu em parte,5.0,6.0,6.0,7.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino superior incompleto,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
1353,1407,Morador,1408,MONOBLOCO,MONOBLOCO,2018-02-13 18:13:00,2018-02-13 18:20:00,0 days 00:06:57,42,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,,,,,,,2,180.0,,40.0,,20.0,100.0,0.0,20.0,160.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,6.0,8.0,10.0,10.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Ambev,Masculino,Ensino fundamental incompleto,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
1354,1408,Morador,1409,MONOBLOCO,MONOBLOCO,2018-02-13 18:13:00,2018-02-13 18:19:00,0 days 00:05:29,21,Brasil,Minas Gerais,Belo Horizonte,Renascença,Nordeste,,,,,,,6,100.0,,75.0,,25.0,0.0,0.0,0.0,100.0,1.0,Outro,Sim,Melhorou,Nao respondeu,Atendeu em parte,5.0,10.0,6.0,8.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Prefeitura,Feminino,Ensino superior incompleto,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
1355,1409,Morador,1410,MONOBLOCO,MONOBLOCO,2018-02-13 18:15:00,2018-02-13 18:22:00,0 days 00:07:35,21,Brasil,Minas Gerais,Belo Horizonte,Bom Jesus,Noroeste,,,,,,,1,245.0,,120.0,,50.0,25.0,0.0,50.0,245.0,3.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,4.0,7.0,7.0,7.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Ambev,Feminino,Ensino superior incompleto,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
1356,1410,Morador,1411,MONOBLOCO,MONOBLOCO,2018-02-13 18:15:00,2018-02-13 18:21:00,0 days 00:06:38,35,Brasil,Minas Gerais,Belo Horizonte,Castelo,Pampulha,,,,,,,2,118.0,,50.0,,13.0,65.0,0.0,40.0,118.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,3.0,8.0,7.0,8.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Unibh,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Pós,,Outros,Sudeste,Adulto
1357,1411,Morador,1412,MONOBLOCO,MONOBLOCO,2018-02-13 18:16:00,2018-02-13 18:23:00,0 days 00:07:21,28,Brasil,Minas Gerais,Belo Horizonte,Renascença,Nordeste,,,,,,,5,1080.0,,300.0,,100.0,500.0,180.0,0.0,1080.0,6.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,2.0,8.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Ambev,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Alto,Graduado,,Outros,Sudeste,Adulto
1358,1412,Morador,1413,MONOBLOCO,MONOBLOCO,2018-02-13 18:18:00,2018-02-13 18:24:00,0 days 00:05:41,40,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,,,,,,,6,400.0,,100.0,,100.0,100.0,0.0,100.0,400.0,2.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,1.0,10.0,7.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Ambev,Feminino,Ensino superior completo,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Baixo,Graduado,,Outros,Sudeste,Meia-idade
1359,1413,Visitantes,1414,MONOBLOCO,MONOBLOCO,2018-02-13 18:19:00,2018-02-13 18:28:00,0 days 00:09:01,49,Brasil,Minas Gerais,Joao Pinheiro,,,Sim,2.0,Casa de Amigos/Parentes,Carro,Sim,Nao respondeu,2,100.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,150.0,2.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu plenamente,2.0,7.0,8.0,8.0,True,Retornara,True,False,False,False,False,False,False,False,False,Prefeitura,Skol,Masculino,Ensino superior completo,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Graduado,Transporte Privado,Casa,Sudeste,Meia-idade
1360,1414,Visitantes,1415,MONOBLOCO,MONOBLOCO,2018-02-13 18:19:00,2018-02-13 18:25:00,0 days 00:06:13,20,Brasil,Minas Gerais,Alfenas,,,Sim,5.0,Casa de Amigos/Parentes,Carro,Sim,Nao respondeu,5,350.0,0.0,200.0,150.0,0.0,0.0,0.0,0.0,350.0,1.0,Amigos/Familiares,Nao,Nao respondeu,Nao respondeu,Superou,4.0,10.0,7.0,9.0,True,Retornara,True,False,False,False,False,False,False,False,False,Populaçao,Nao possui,Feminino,Ensino superior incompleto,Solteiro (a),"Acima de 8 salários (acima de R$ 7.632,00)",8,Baixo,Graduado,Transporte Privado,Casa,Sudeste,Jovem adulto
1361,1415,Morador,1416,MONOBLOCO,MONOBLOCO,2018-02-13 18:19:00,2018-02-13 18:27:00,0 days 00:07:23,48,Brasil,Minas Gerais,Belo Horizonte,Venda Nova,Venda Nova,,,,,,,1,75.0,,50.0,,10.0,15.0,0.0,0.0,75.0,2.0,Jornais/Revistas,Nao,Nao respondeu,Nao respondeu,Atendeu plenamente,7.0,8.0,5.0,10.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Nao possui,Feminino,Ensino medio completo,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
1362,1416,Morador,1417,MONOBLOCO,MONOBLOCO,2018-02-13 18:20:00,2018-02-13 18:33:00,0 days 00:12:35,47,Brasil,Minas Gerais,Belo Horizonte,Serra Verde,Venda Nova,,,,,,,3,340.0,,40.0,,0.0,200.0,0.0,100.0,340.0,9.0,Jornais/Revistas,Nao,Nao respondeu,Nao respondeu,Superou,2.0,8.0,3.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino fundamental incompleto,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
1363,1417,Morador,1418,MONOBLOCO,MONOBLOCO,2018-02-13 18:22:00,2018-02-13 18:28:00,0 days 00:05:23,47,Brasil,Minas Gerais,Belo Horizonte,Santa Monica,Pampulha,,,,,,,3,400.0,,100.0,,100.0,0.0,0.0,200.0,400.0,2.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Superou,2.0,7.0,6.0,10.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Skol,Masculino,Ensino medio incompleto,Casado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",7,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
1364,1418,Morador,1419,MONOBLOCO,MONOBLOCO,2018-02-13 18:23:00,2018-02-13 18:30:00,0 days 00:07:16,29,Brasil,Minas Gerais,Belo Horizonte,Carlos Prates,Noroeste,,,,,,,3,400.0,,100.0,,100.0,200.0,0.0,0.0,400.0,1.0,Internet (site),Sim,Piorou,Muita gente,Nao satisfez/decepcionou,4.0,4.0,6.0,7.0,False,Viagem,True,False,False,False,,,,,,Amstel,Skol,Masculino,Pos – Graduaçao – Doutorado,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Pós,,Outros,Sudeste,Adulto
1365,1419,Morador,1420,MONOBLOCO,MONOBLOCO,2018-02-13 18:23:00,2018-02-13 18:31:00,0 days 00:07:33,40,Brasil,Minas Gerais,Belo Horizonte,Venda Nova,Venda Nova,,,,,,,4,440.0,,140.0,,100.0,200.0,0.0,0.0,440.0,2.0,Internet (site),Sim,"Nem melhorou, nem piorou",Nao respondeu,Atendeu em parte,5.0,6.0,6.0,8.0,True,Retornara,True,False,False,False,,,,,,Outro,Nao possui,Masculino,Ensino superior completo,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Meia-idade
1366,1420,Morador,1421,MONOBLOCO,MONOBLOCO,2018-02-13 18:24:00,2018-02-13 18:32:00,0 days 00:07:51,32,Brasil,Minas Gerais,Belo Horizonte,Monte Azul,Norte,,,,,,,2,320.0,,220.0,,50.0,50.0,0.0,0.0,320.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,7.0,7.0,7.0,7.0,True,Retornara,True,False,False,False,,,,,,Skol,Skol,Feminino,Ensino tecnico,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Graduado,,Outros,Sudeste,Adulto
1367,1421,Morador,1422,MONOBLOCO,MONOBLOCO,2018-02-13 18:24:00,2018-02-13 18:29:00,0 days 00:04:52,33,Brasil,Minas Gerais,Belo Horizonte,Mantiqueira,Barreiro,,,,,,,1,50.0,,0.0,,0.0,0.0,0.0,50.0,50.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,7.0,9.0,7.0,6.0,False,Nao sabe,True,False,False,False,,,,,,Prefeitura,Ambev,Masculino,Ensino medio completo,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
1368,1422,Morador,1423,MONOBLOCO,MONOBLOCO,2018-02-13 18:26:00,2018-02-13 18:32:00,0 days 00:05:34,55,Brasil,Minas Gerais,Belo Horizonte,Castelo,Pampulha,,,,,,,4,500.0,,370.0,,130.0,0.0,0.0,0.0,500.0,1.0,Outro,Sim,Melhorou,Nao respondeu,Atendeu plenamente,7.0,8.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior incompleto,Divorciado (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Graduado,,Outros,Sudeste,Meia-idade
1369,1423,Morador,1424,MONOBLOCO,MONOBLOCO,2018-02-13 18:28:00,2018-02-13 18:34:00,0 days 00:05:18,30,Brasil,Minas Gerais,Belo Horizonte,Jaqueline,Norte,,,,,,,4,200.0,,100.0,,100.0,0.0,0.0,0.0,200.0,2.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,Nao respondeu,Nao respondeu,Atendeu em parte,2.0,5.0,7.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino medio incompleto,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
1370,1424,Morador,1425,MONOBLOCO,MONOBLOCO,2018-02-13 18:29:00,2018-02-13 18:41:00,0 days 00:12:11,22,Brasil,Minas Gerais,Belo Horizonte,Ribeiro de Abreu,Norte,,,,,,,6,300.0,,120.0,,120.0,0.0,60.0,0.0,300.0,1.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Atendeu em parte,1.0,5.0,7.0,8.0,True,Retornara,True,False,False,True,,,,,,Skol,Nao possui,Feminino,Ensino superior incompleto,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
1371,1425,Morador,1426,MONOBLOCO,MONOBLOCO,2018-02-13 18:30:00,2018-02-13 18:37:00,0 days 00:06:44,34,Brasil,Minas Gerais,Belo Horizonte,Vitoria,Nordeste,,,,,,,6,2380.0,,200.0,,100.0,2000.0,0.0,80.0,2380.0,1.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Atendeu em parte,3.0,10.0,10.0,8.0,True,Retornara,True,False,False,False,,,,,,Prefeitura,Ambev,Feminino,Ensino superior incompleto,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Alto,Graduado,,Outros,Sudeste,Adulto
1372,1426,Morador,1427,MONOBLOCO,MONOBLOCO,2018-02-13 18:31:00,2018-02-13 18:36:00,0 days 00:05:47,20,Brasil,Minas Gerais,Belo Horizonte,Nova Gameleira,Oeste,,,,,,,6,360.0,,240.0,,120.0,0.0,0.0,0.0,360.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu em parte,2.0,7.0,4.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Masculino,Ensino superior incompleto,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Jovem adulto
1373,1427,Morador,1428,MONOBLOCO,MONOBLOCO,2018-02-13 18:31:00,2018-02-13 18:37:00,0 days 00:06:11,52,Brasil,Minas Gerais,Belo Horizonte,Alipio de Melo,Noroeste,,,,,,,6,360.0,,200.0,,100.0,50.0,10.0,0.0,360.0,2.0,Amigos/Familiares,Sim,Melhorou,Nao respondeu,Superou,2.0,10.0,9.0,10.0,True,Retornara,True,False,True,False,,,,,,Amstel,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Graduado,,Outros,Sudeste,Meia-idade
1374,1428,Morador,1429,MONOBLOCO,MONOBLOCO,2018-02-13 18:32:00,2018-02-13 18:36:00,0 days 00:04:05,40,Brasil,Minas Gerais,Contagem,Desconhecido,Desconhecido,,,,,,,1,100.0,,50.0,,0.0,0.0,0.0,50.0,100.0,4.0,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,Nao respondeu,Atendeu plenamente,5.0,5.0,7.0,8.0,True,Retornara,True,False,False,False,,,,,,Skol,Prefeitura,Feminino,Ensino medio completo,Casado (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Ensino Básico,,Outros,Sudeste,Meia-idade
1375,1429,Morador,1430,MONOBLOCO,MONOBLOCO,2018-02-13 18:32:00,2018-02-13 18:39:00,0 days 00:06:34,27,Brasil,Minas Gerais,Belo Horizonte,Confisco,Pampulha,,,,,,,5,200.0,,150.0,,50.0,0.0,0.0,0.0,200.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,3.0,7.0,4.0,7.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Feminino,Ensino medio completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Ensino Básico,,Outros,Sudeste,Adulto
1376,1430,Morador,1431,MONOBLOCO,MONOBLOCO,2018-02-13 18:32:00,2018-02-13 18:40:00,0 days 00:07:52,27,Brasil,Minas Gerais,Belo Horizonte,Boa Vista,Leste,,,,,,,1,75.0,,50.0,,25.0,0.0,0.0,0.0,75.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,2.0,7.0,5.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Prefeitura,Feminino,Ensino superior completo,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",3,Baixo,Graduado,,Outros,Sudeste,Adulto
1377,1431,Morador,1432,MONOBLOCO,MONOBLOCO,2018-02-13 18:32:00,2018-02-13 18:39:00,0 days 00:06:13,17,Brasil,Minas Gerais,Belo Horizonte,Canaa,Venda Nova,,,,,,,1,80.0,,50.0,,20.0,0.0,0.0,0.0,70.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Superou,7.0,7.0,7.0,7.0,True,Retornara,True,False,False,False,,,,,,Ambev,Nao possui,Feminino,Ensino medio incompleto,Solteiro (a),"De 2 a 4 salários (R$ 1.908,00 - R$ 3.816,00)",4,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
1378,1432,Morador,1433,MONOBLOCO,MONOBLOCO,2018-02-13 18:36:00,2018-02-13 18:45:00,0 days 00:09:45,37,Brasil,Minas Gerais,Belo Horizonte,Santa Monica,Pampulha,,,,,,,4,100.0,,0.0,,0.0,100.0,0.0,0.0,100.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,7.0,9.0,6.0,8.0,True,Retornara,True,False,False,False,,,,,,Nao sabe,Nao possui,Masculino,Ensino superior completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",6,Baixo,Graduado,,Outros,Sudeste,Adulto
1379,1433,Morador,1434,MONOBLOCO,MONOBLOCO,2018-02-13 18:37:00,2018-02-13 18:43:00,0 days 00:06:01,48,Brasil,Minas Gerais,Belo Horizonte,Venda Nova,Venda Nova,,,,,,,6,420.0,,20.0,,200.0,200.0,0.0,0.0,420.0,1.0,Outro,Sim,Melhorou,Nao respondeu,Atendeu em parte,2.0,7.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino superior completo,Solteiro (a),"De 4 a 8 salários (R$ 3.816,00 - R$ 7.632,00)",5,Baixo,Graduado,,Outros,Sudeste,Meia-idade
1380,1434,Morador,1435,MONOBLOCO,MONOBLOCO,2018-02-13 18:38:00,2018-02-13 18:43:00,0 days 00:05:13,21,Brasil,Minas Gerais,Belo Horizonte,Venda Nova,Venda Nova,,,,,,,1,37.0,,20.0,,10.0,7.0,0.0,0.0,37.0,1.0,Internet (site),Sim,Melhorou,Nao respondeu,Atendeu plenamente,6.0,10.0,8.0,9.0,True,Retornara,True,False,False,False,,,,,,Skol,Nao possui,Feminino,Ensino medio incompleto,Solteiro (a),"De 1 a 2 salários (R$ 954,00 - R$ 1.908,00)",2,Baixo,Ensino Básico,,Outros,Sudeste,Jovem adulto
